,year,company name,car model,km driven,ownership,Fuel,Price,Transmission,Variant,Cities
213,2016,Maruti,Ertiga,"51,157",1st Owner,Diesel,"₹7,79,799",Manual,ZDI SHVS Manual,Mumbai
214,2015,Maruti,Ciaz,"1,61,918",1st Owner,Diesel,"₹5,28,299",Manual,VDI Manual,Mumbai
215,2017,Maruti,Dzire,"67,513",1st Owner,Petrol,"₹6,20,599",Automatic,VXI AMT Automatic,Mumbai
216,2014,Maruti,Celerio,"33,246",1st Owner,Petrol,"₹4,06,199",Manual,VXI Manual,Mumbai
217,2017,Maruti,Vitara Brezza,"70,598",1st Owner,Diesel,"₹6,38,799",Manual,LDI OPT Manual,Mumbai
218,2017,Hyundai,New Elantra,"69,070",1st Owner,Diesel,"₹11,68,099",Automatic,1.6 SX AT O Automatic,Mumbai
219,2019,Hyundai,Elite i20,"13,240",1st Owner,Petrol,"₹7,34,099",Manual,1.2 SPORTS PLUS VTVT Manual,Mumbai
220,2018,Tata,NEXON,"18,534",1st Owner,Petrol,"₹8,59,199",Automatic,XZA + 1.2 PETROL A/T Automatic,Mumbai
221,2019,KIA,SELTOS,"12,872",1st Owner,Petrol,"₹12,03,199",Manual,HTK 1.5 PETROL Manual,Mumbai
222,2018,Maruti,Baleno,"25,115",1st Owner,Petrol,"₹6,00,699",Manual,DELTA 1.2 K12 Manual,Mumbai
223,2016,Hyundai,Elite i20,"44,528",3rd Owner,Petrol,"₹5,40,799",Manual,ASTA 1.2 (O) Manual,Mumbai
224,2019,KIA,SELTOS,"20,989",1st Owner,Petrol,"₹15,54,799",Automatic,GTX 1.4 GDI AT PETROL Automatic,Mumbai
225,2018,Ford,Ecosport,"20,282",2nd Owner,Petrol,"₹7,20,999",Manual,TREND + 1.5 TI VCT AT Manual,Mumbai
226,2017,Maruti,IGNIS,"16,256",1st Owner,Petrol,"₹5,45,799",Automatic,ZETA 1.2 K12 AMT Automatic,Mumbai
227,2017,Maruti,IGNIS,"24,753",1st Owner,Petrol,"₹5,04,599",Manual,DELTA 1.2 K12 Manual,Mumbai
228,2017,Maruti,IGNIS,"41,139",1st Owner,Petrol,"₹4,93,599",Manual,DELTA 1.2 K12 Manual,Mumbai
229,2016,Maruti,Swift Dzire,"85,566",1st Owner,Petrol,"₹5,30,899",Manual,VXI 1.2 BS IV Manual,Mumbai
230,2018,Nissan,Micra,"14,360",1st Owner,Petrol,"₹6,22,099",Automatic,XL CVT (PETROL) Automatic,Mumbai
231,2018,Maruti,Baleno,"23,172",1st Owner,Petrol,"₹6,37,699",Manual,ZETA 1.2 K12 Manual,Mumbai
232,2016,Hyundai,Elite i20,"84,580",1st Owner,Petrol,"₹5,59,999",Manual,SPORTZ 1.2 Manual,Mumbai
233,2017,Hyundai,Elite i20,"25,111",1st Owner,Petrol,"₹6,09,299",Manual,ASTA 1.2 Manual,Mumbai
234,2018,Honda,City,"17,138",2nd Owner,Petrol,"₹9,83,099",Automatic,VX CVT PETROL Automatic,Mumbai
235,2012,Hyundai,i20,"31,372",1st Owner,Petrol,"₹3,97,199",Manual,MAGNA O 1.2 Manual,Mumbai
236,2018,Hyundai,Elite i20,"10,222",1st Owner,Petrol,"₹7,71,699",,ASTA 1.2 AT,Mumbai
237,2017,Maruti,Baleno,"19,149",1st Owner,Petrol,"₹5,95,799",Manual,DELTA 1.2 K12 Manual,Mumbai
238,2020,MG,HECTOR,"9,047",1st Owner,Petrol,"₹16,26,099",Automatic,SMART DCT PETROL Automatic,Mumbai
239,2016,Maruti,Baleno,"58,063",2nd Owner,Petrol,"₹5,48,399",Manual,DELTA 1.2 K12 Manual,Mumbai
240,2016,Toyota,Fortuner,"1,71,099",1st Owner,Diesel,"₹17,43,399",Automatic,3.0 AT 4X2 Automatic,Mumbai
241,2017,Hyundai,Creta,"31,602",1st Owner,Petrol,"₹10,61,399",Automatic,1.6 SX PLUS AUTO PETROL Automatic,Mumbai
242,2017,Maruti,Ertiga,"79,817",1st Owner,Diesel,"₹7,88,499",Manual,VDI SHVS Manual,Mumbai
243,2018,Hyundai,Eon,"5,701",1st Owner,Petrol,"₹3,63,999",Manual,SPORTZ Manual,Mumbai
244,2019,Maruti,Baleno,"10,357",1st Owner,Petrol,"₹6,98,299",Manual,ZETA 1.2 K12 Manual,Mumbai
245,2016,Maruti,Celerio,"51,815",2nd Owner,Petrol,"₹3,91,399",Automatic,VXI AMT Automatic,Mumbai
246,2017,Maruti,Baleno,"18,994",1st Owner,Petrol,"₹6,09,299",Manual,DELTA 1.2 K12 Manual,Mumbai
247,2018,Ford,Ecosport,"17,005",2nd Owner,Petrol,"₹9,15,199",Manual,1.0 ECOBOOST TITANIUM SPORTS(SUNROOF) Manual,Mumbai
248,2017,Maruti,Vitara Brezza,"24,367",1st Owner,Diesel,"₹7,14,899",Manual,VDI Manual,Mumbai
249,2017,Maruti,Ertiga,"62,533",1st Owner,Diesel,"₹8,22,399",Manual,ZDI PLUS SHVS Manual,Mumbai
250,2019,Maruti,Vitara Brezza,"67,109",1st Owner,Diesel,"₹7,75,099",Manual,VDI AMT Manual,Mumbai
251,2019,Maruti,Celerio,"6,559",1st Owner,Petrol,"₹5,21,799",Manual,ZXI Manual,Mumbai
252,2013,Maruti,Swift Dzire,"39,859",1st Owner,Petrol,"₹4,16,299",Manual,ZXI 1.2 BS IV Manual,Mumbai
253,2016,Honda,Brio,"15,805",1st Owner,Petrol,"₹4,00,799",Manual,1.2 S MT I VTEC Manual,Mumbai
254,2017,Maruti,S Cross,"80,900",1st Owner,Diesel,"₹8,54,099",Manual,ZETA SHVS Manual,Mumbai
255,2017,Maruti,Baleno,"21,954",1st Owner,Petrol,"₹5,55,599",Manual,DELTA 1.2 K12 Manual,Mumbai
256,2016,Hyundai,Grand i10,"46,758",1st Owner,Petrol,"₹4,63,799",Manual,ASTA 1.2 (O) VTVT Manual,Mumbai
257,2019,Hyundai,Grand i10,"7,469",1st Owner,Petrol,"₹5,40,299",Manual,MAGNA 1.2 KAPPA VTVT Manual,Mumbai
258,2018,Maruti,IGNIS,"11,321",1st Owner,Petrol,"₹5,69,499",Automatic,ZETA 1.2 K12 AMT Automatic,Mumbai
259,2020,Ford,Ecosport,"7,261",1st Owner,Diesel,"₹10,11,099",Manual,1.5TITANIUM TDCI Manual,Mumbai
260,2017,Hyundai,Grand i10,"32,683",1st Owner,Diesel,"₹4,89,199",Manual,magna 1.2 crdi Manual,Mumbai
261,2015,Maruti,Alto K10,"64,611",1st Owner,Petrol,"₹3,13,999",Manual,VXI Manual,Mumbai
262,2017,Hyundai,Grand i10,"20,910",1st Owner,Petrol,"₹4,99,799",Manual,MAGNA 1.2 KAPPA VTVT Manual,Mumbai
263,2018,Hyundai,Verna,"36,856",1st Owner,Petrol,"₹11,24,899",Automatic,1.6 SX VTVT AT (O) Automatic,Mumbai
264,2019,Maruti,Baleno,"10,458",1st Owner,Petrol,"₹6,95,599",Manual,ZETA 1.2 K12 Manual,Mumbai
265,2019,Renault,Kwid,"17,595",1st Owner,Petrol,"₹4,26,299",Automatic,RXT 1.0 EASY-R AT OPTION Automatic,Mumbai
266,2017,Maruti,Vitara Brezza,"98,197",1st Owner,Diesel,"₹7,54,699",Manual,VDI OPT Manual,Mumbai
267,2015,Hyundai,Grand i10,"63,175",3rd Owner,Petrol,"₹4,28,999",Manual,ASTA 1.2 KAPPA VTVT Manual,Mumbai
268,2017,Maruti,Alto 800,"54,305",1st Owner,Petrol,"₹3,00,099",Manual,LXI OPT Manual,Mumbai
269,2016,Hyundai,Grand i10,"36,247",2nd Owner,Petrol,"₹4,85,199",Manual,ASTA 1.2 (O) VTVT Manual,Mumbai
270,2018,Maruti,Celerio,"20,753",2nd Owner,Petrol,"₹4,63,399",Automatic,VXI AMT Automatic,Mumbai
271,2019,Hyundai,NEW SANTRO,"2,639",1st Owner,Petrol,"₹5,49,399",,SPORTZ 1.1,Mumbai
272,2017,Hyundai,Creta,"97,226",1st Owner,Diesel,"₹11,28,199",Automatic,1.6 CRDI SX PLUS AUTO Automatic,Mumbai
273,2018,Maruti,Vitara Brezza,"38,175",1st Owner,Diesel,"₹9,40,699",,ZDI+ DUAL TONE AMT,Mumbai
274,2018,Maruti,Dzire,"64,285",1st Owner,Diesel,"₹7,30,799",Manual,VDI Manual,Mumbai
275,2019,Maruti,Vitara Brezza,"31,803",1st Owner,Diesel,"₹9,16,799",Manual,ZDI Manual,Mumbai
276,2014,Maruti,Alto 800,"46,886",2nd Owner,Petrol,"₹2,69,899",Manual,LXI Manual,Mumbai
277,2020,Maruti,S PRESSO,"8,651",1st Owner,Petrol,"₹4,32,499",Manual,VXI Manual,Mumbai
278,2013,Maruti,Swift Dzire,"27,784",1st Owner,Petrol,"₹4,59,199",Manual,VXI 1.2 BS IV Manual,Mumbai
279,2017,Maruti,Alto 800,"33,925",1st Owner,Petrol,"₹3,03,199",Manual,VXI Manual,Mumbai
280,2017,Maruti,Celerio,"4,520",1st Owner,Petrol,"₹4,61,499",Manual,ZXI Manual,Mumbai
281,2015,Maruti,Alto 800,"32,560",2nd Owner,Petrol,"₹2,58,399",Manual,LXI Manual,Mumbai
282,2017,Hyundai,Grand i10,"27,268",1st Owner,Petrol,"₹5,46,499",Manual,SPORTZ (O) 1.2 AT VTVT Manual,Mumbai
283,2018,Maruti,Alto K10,"14,908",3rd Owner,Petrol,"₹3,84,699",Manual,VXI (O) AMT Manual,Mumbai
284,2015,Maruti,Alto K10,"12,341",2nd Owner,Petrol,"₹3,11,499",Manual,VXI Manual,Mumbai
285,2017,Maruti,Alto 800,"12,393",1st Owner,Petrol,"₹3,24,199",Manual,LXI Manual,Mumbai
286,2017,Maruti,Alto 800,"18,797",1st Owner,Petrol,"₹3,23,899",Manual,LXI Manual,Mumbai
287,2018,Maruti,Alto 800,"27,957",1st Owner,Petrol,"₹3,24,299",Manual,LXI Manual,Mumbai
288,2017,Maruti,Alto 800,"22,244",1st Owner,Petrol,"₹3,26,599",Manual,LXI Manual,Mumbai
289,2014,Honda,Mobilio,"24,169",1st Owner,Diesel,"₹5,00,099",Manual,1.5 S I DTEC Manual,Mumbai
290,2013,Maruti,Ritz,"21,445",2nd Owner,Petrol,"₹3,23,899",Manual,VXI BS IV Manual,Mumbai
291,2014,Ford,Ecosport,"41,955",1st Owner,Petrol,"₹4,51,099",Manual,1.5 TREND TI VCT Manual,Mumbai
292,2017,Maruti,Ertiga,"93,844",1st Owner,Diesel,"₹7,57,699",Manual,VDI SHVS Manual,Mumbai
293,2016,Maruti,Baleno,"96,899",1st Owner,Diesel,"₹5,68,999",Manual,DELTA DDIS 190 Manual,Mumbai
294,2012,Maruti,Alto,"5,126",1st Owner,Petrol,"₹2,19,699",Manual,LXI Manual,Mumbai
295,2016,Maruti,Baleno,"26,581",1st Owner,Petrol,"₹5,91,099",Automatic,DELTA 1.2 K12 AT Automatic,Mumbai
296,2019,Maruti,Ertiga,"24,585",1st Owner,Diesel,"₹12,06,899",Manual,ZDI PLUS SHVS Manual,Mumbai
297,2018,Hyundai,Verna,"35,363",1st Owner,Diesel,"₹10,30,799",Manual,1.6 SX (O) CRDI MT Manual,Mumbai
298,2019,Hyundai,GRAND I10 NIOS,"2,047",1st Owner,Petrol,"₹7,19,399",Automatic,SPORTZ 1.2 AT Automatic,Mumbai
299,2019,Hyundai,VENUE,"8,924",1st Owner,Petrol,"₹9,98,999",Manual,1.0L Turbo GDI SX(O) MT Manual,Mumbai
300,2017,Maruti,Dzire,"37,024",1st Owner,Petrol,"₹5,62,099",Manual,ZXI Manual,Mumbai
301,2017,Honda,Jazz,"48,106",2nd Owner,Petrol,"₹6,06,299",Automatic,1.2 V AT Automatic,Mumbai
302,2012,Volkswagen,Polo,"67,595",2nd Owner,Diesel,"₹2,58,399",Manual,HIGHLINE1.2L DIESEL Manual,Mumbai
303,2013,Skoda,Rapid,"79,565",1st Owner,Diesel,"₹3,72,999",Manual,1.6 TDI MT AMBITION PLUS Manual,Mumbai
304,2011,Honda,City,"1,01,973",2nd Owner,Petrol,"₹3,06,899",Manual,S MT PETROL Manual,Mumbai
305,2018,Tata,Tiago,"12,651",1st Owner,Petrol,"₹3,77,899",Manual,XE 1.2 REVOTRON Manual,Mumbai
306,2019,Hyundai,Verna,"11,728",1st Owner,Petrol,"₹8,93,199",Manual,1.6 SX VTVT Manual,Mumbai
307,2015,Skoda,Octavia,"93,768",1st Owner,Petrol,"₹8,03,499",Automatic,ELEGANCE 1.8 TSI AT Automatic,Mumbai
308,2016,Ford,New Figo,"21,454",3rd Owner,Petrol,"₹3,95,099",Manual,1.2 TITANIUM Manual,Mumbai
309,2015,Maruti,Ciaz,"1,25,499",1st Owner,Diesel,"₹5,89,299",Manual,ZDI+ SHVS Manual,Mumbai
310,2016,Maruti,Celerio,"84,347",1st Owner,Diesel,"₹3,82,899",Manual,VDI Manual,Mumbai
311,2016,Hyundai,i20 Active,"20,933",1st Owner,Petrol,"₹5,70,599",Manual,1.2 S Manual,Mumbai
312,2014,Maruti,Swift,"1,18,396",1st Owner,Petrol,"₹3,84,799",Manual,VXI Manual,Mumbai
313,2017,Maruti,Dzire,"1,16,512",1st Owner,Petrol,"₹5,75,499",Automatic,ZXI AMT Automatic,Mumbai
314,2017,Hyundai,Xcent,"45,922",1st Owner,Petrol,"₹4,62,099",Manual,E PLUS Manual,Mumbai
315,2015,Maruti,Swift Dzire,"1,11,167",2nd Owner,Diesel,"₹5,00,099",Manual,VDI ABS Manual,Mumbai
316,2014,Honda,Amaze,"54,831",1st Owner,Diesel,"₹3,69,499",Manual,1.5 SX MT I DTEC Manual,Mumbai
317,2015,Maruti,Celerio,"22,159",1st Owner,Petrol,"₹3,62,299",Manual,VXI Manual,Mumbai
318,2016,Hyundai,Elite i20,"28,761",1st Owner,Petrol,"₹5,07,999",Manual,MAGNA 1.2 Manual,Mumbai
319,2016,Ford,Ecosport,"23,304",1st Owner,Petrol,"₹6,21,299",Manual,1.5 TREND TI VCT Manual,Mumbai
320,2015,Hyundai,Elite i20,"1,04,937",1st Owner,Diesel,"₹4,71,499",Manual,MAGNA 1.4 CRDI Manual,Mumbai
321,2015,Toyota,Innova,"89,358",3rd Owner,Diesel,"₹9,05,099",Manual,2.5 VX 7 STR BS IV Manual,Mumbai
322,2014,Maruti,Swift,"89,794",1st Owner,Diesel,"₹4,65,699",Manual,VDI Manual,Mumbai
323,2011,Honda,Jazz,"1,21,543",1st Owner,Petrol,"₹2,52,399",Manual,1.2 SELECT I VTEC Manual,Mumbai
324,2017,Maruti,Wagon R 1.0,"33,826",1st Owner,Petrol,"₹4,05,399",Manual,VXI Manual,Mumbai
325,2018,Maruti,Wagon R 1.0,"28,071",1st Owner,Petrol,"₹4,27,999",Automatic,VXI AMT Automatic,Mumbai
326,2018,Volkswagen,Polo,"9,207",1st Owner,Petrol,"₹6,55,599",Manual,HIGH LINE PLUS 1.0 Manual,Mumbai
327,2018,Maruti,Swift,"1,08,532",1st Owner,Petrol,"₹5,37,299",Manual,VXI Manual,Mumbai
328,2018,Maruti,S Cross,"19,001",1st Owner,Diesel,"₹8,14,699",Manual,ZETA 1.3 SHVS Manual,Mumbai
329,2016,Honda,BR-V,"35,112",1st Owner,Petrol,"₹7,81,999",Automatic,1.5 i-VTEC V CVT Automatic,Mumbai
330,2018,Tata,Hexa,"63,249",1st Owner,Diesel,"₹12,46,199",Automatic,Varicor 400 XTA Automatic,Mumbai
331,2018,Maruti,Baleno,"28,661",1st Owner,Petrol,"₹7,04,099",Automatic,ALPHA 1.2 K12 AMT Automatic,Mumbai
332,2018,Honda,Amaze,"48,214",1st Owner,Petrol,"₹6,36,899",Manual,1.2 V CVT I VTEC Manual,Mumbai
333,2018,Ford,Ecosport,"29,751",1st Owner,Petrol,"₹8,34,499",Manual,1.5 TITANIUM PLUS TI VCT AT Manual,Mumbai
334,2009,Maruti,A Star,"94,540",1st Owner,Petrol,"₹1,86,799",Manual,VXI Manual,Mumbai
335,2015,Hyundai,Creta,"1,02,938",1st Owner,Diesel,"₹7,74,299",Manual,1.6 SX CRDI Manual,Mumbai
336,2014,Hyundai,Xcent,"35,256",1st Owner,Petrol,"₹3,81,699",Manual,S 1.2 Manual,Mumbai
337,2016,Maruti,Vitara Brezza,"96,919",2nd Owner,Diesel,"₹6,72,399",Manual,ZDI PLUS DUAL TONE Manual,Mumbai
338,2016,Volkswagen,Ameo,"32,750",2nd Owner,Petrol,"₹4,73,299",Manual,HIGHLINE 1.2 Manual,Mumbai
339,2014,Hyundai,Elite i20,"80,954",1st Owner,Petrol,"₹5,16,499",Manual,ASTA 1.2 Manual,Mumbai
340,2018,Maruti,Vitara Brezza,"35,579",1st Owner,Diesel,"₹9,43,499",Automatic,ZDI AMT Automatic,Mumbai
341,2013,Honda,Amaze,"15,271",1st Owner,Petrol,"₹4,14,599",Manual,1.2 EXMT I VTEC Manual,Mumbai
342,2019,Maruti,Vitara Brezza,"42,680",1st Owner,Diesel,"₹8,04,599",Manual,VDI Manual,Mumbai
343,2016,Maruti,Ertiga,"78,094",1st Owner,Diesel,"₹7,63,199",Manual,VDI SHVS Manual,Mumbai
344,2016,Hyundai,Creta,"14,897",1st Owner,Petrol,"₹9,89,499",Automatic,1.6 SX PLUS AUTO PETROL Automatic,Mumbai
345,2016,Hyundai,Elite i20,"22,594",1st Owner,Petrol,"₹5,10,299",Manual,MAGNA 1.2 Manual,Mumbai
346,2017,Tata,Tiago,"16,358",1st Owner,Petrol,"₹3,97,099",Manual,XZ 1.2 REVOTRON Manual,Mumbai
347,2019,Honda,Civic,"15,611",1st Owner,Petrol,"₹15,27,199",Automatic,VX CVT i-VTEC Automatic,Mumbai
348,2017,Datsun,Redi Go,"17,774",1st Owner,Petrol,"₹2,56,799",Manual,T (O) Manual,Mumbai
349,2019,Maruti,New Wagon-R,"10,067",1st Owner,Petrol,"₹5,16,499",Manual,ZXI 1.2 Manual,Mumbai
350,2014,Maruti,Celerio,"15,647",1st Owner,Petrol,"₹3,70,399",Automatic,VXI AMT Automatic,Mumbai
351,2014,Honda,City,"1,46,906",1st Owner,Petrol,"₹4,51,899",Manual,S MT PETROL Manual,Mumbai
352,2018,Datsun,Redi Go,"4,190",1st Owner,Petrol,"₹2,66,799",Manual,A Manual,Mumbai
353,2016,Ford,Ecosport,"51,849",1st Owner,Diesel,"₹6,12,399",Manual,1.5TITANIUM TDCI Manual,Mumbai
354,2017,Tata,Tiago,"26,102",1st Owner,Petrol,"₹4,63,199",Manual,XZ 1.2 REVOTRON Manual,Mumbai
355,2018,Maruti,Ciaz,"50,685",1st Owner,Diesel,"₹7,72,199",Manual,ALPHA 1.3 DDIS SHVS Manual,Mumbai
356,2013,Hyundai,Eon,"13,809",1st Owner,Petrol,"₹2,19,699",Manual,MAGNA PLUS Manual,Mumbai
357,2018,Maruti,Baleno,"19,481",1st Owner,Petrol,"₹6,34,199",Manual,ZETA 1.2 K12 Manual,Mumbai
358,2015,Hyundai,Grand i10,"80,058",1st Owner,Petrol,"₹3,87,099",Manual,ASTA 1.2 VTVT Manual,Mumbai
359,2017,Renault,Kwid,"29,055",1st Owner,Petrol,"₹3,19,999",Manual,RXT Manual,Mumbai
360,2015,Maruti,Alto 800,"61,386",3rd Owner,Petrol + CNG,"₹2,36,499",Manual,LXI CNG Manual,Mumbai
361,2018,Maruti,S Cross,"28,912",1st Owner,Diesel,"₹9,28,799",Manual,ALPHA SHVS Manual,Mumbai
362,2017,Maruti,Vitara Brezza,"38,464",1st Owner,Diesel,"₹7,32,399",Manual,VDI OPT Manual,Mumbai
363,2018,Tata,Hexa,"39,905",1st Owner,Diesel,"₹13,55,199",Automatic,Varicor 400 XTA Automatic,Mumbai
364,2019,Honda,Amaze,"23,810",2nd Owner,Diesel,"₹7,75,499",Automatic,VX AT I DTEC Automatic,Mumbai
365,2015,Maruti,Swift,"44,747",1st Owner,Petrol,"₹4,27,899",Manual,VXI Manual,Mumbai
366,2016,Hyundai,Grand i10,"33,565",2nd Owner,Petrol,"₹4,14,099",Manual,SPORTZ 1.2 KAPPA VTVT Manual,Mumbai
367,2018,Honda,WR-V,"37,639",1st Owner,Diesel,"₹7,56,599",Manual,1.5 i-DTEC VX MT Manual,Mumbai
368,2017,Hyundai,Creta,"79,362",1st Owner,Diesel,"₹11,03,399",Automatic,1.6 CRDI SX PLUS AUTO Automatic,Mumbai
369,2016,Hyundai,Grand i10,"6,353",1st Owner,Petrol,"₹4,51,699",Manual,SPORTZ 1.2 KAPPA VTVT Manual,Mumbai
370,2018,Maruti,Celerio,"10,199",1st Owner,Petrol,"₹4,56,199",Manual,ZXI Manual,Mumbai
371,2015,Maruti,Alto K10,"9,226",1st Owner,Petrol,"₹3,36,599",Manual,VXI AMT Manual,Mumbai
372,2010,Hyundai,i20,"87,846",2nd Owner,Petrol + CNG,"₹1,63,299",Manual,MAGNA O 1.2 Manual,Mumbai
373,2012,Maruti,Swift,"78,889",1st Owner,Petrol,"₹3,78,499",Manual,ZXI Manual,Mumbai
374,2016,Hyundai,Verna,"6,319",3rd Owner,Petrol,"₹5,20,599",Manual,FLUIDIC 1.6 VTVT S Manual,Mumbai
375,2015,Honda,City,"38,714",2nd Owner,Petrol,"₹5,52,299",Automatic,SV CVT PETROL Automatic,Mumbai
376,2014,Maruti,Celerio,"64,208",1st Owner,Petrol,"₹3,84,899",Manual,VXI Manual,Mumbai
377,2013,Maruti,Swift,"35,212",1st Owner,Diesel,"₹4,14,199",Manual,VDI Manual,Mumbai
378,2014,Honda,Amaze,"57,348",1st Owner,Diesel,"₹3,96,899",Manual,1.5 EMT I DTEC Manual,Mumbai
379,2016,Maruti,Swift,"39,608",1st Owner,Petrol,"₹4,11,099",Manual,VXI Manual,Mumbai
380,2014,Ford,Ecosport,"44,165",1st Owner,Petrol,"₹4,66,999",Manual,1.0 ECOBOOST TITANIUM OPT Manual,Mumbai
381,2017,Maruti,Swift,"14,505",1st Owner,Petrol,"₹5,43,299",Manual,ZXI Manual,Mumbai
382,2017,Tata,Hexa,"99,380",1st Owner,Diesel,"₹8,98,299",Manual,Varicor 400 XT Manual,Mumbai
383,2017,Maruti,Celerio,"10,142",1st Owner,Petrol,"₹4,09,799",Manual,VXI Manual,Mumbai
384,2013,Hyundai,i20,"22,785",2nd Owner,Petrol,"₹3,73,999",Manual,SPORTZ 1.2 VTVT Manual,Mumbai
385,2020,Maruti,New Wagon-R,"9,595",1st Owner,Petrol + CNG,"₹5,89,399",Manual,LXI CNG 1.0 L Manual,Mumbai
386,2018,Ford,Ecosport,"8,925",1st Owner,Petrol,"₹7,39,699",Manual,1.5 TITANIUM TI VCT Manual,Mumbai
387,2018,Hyundai,Creta,"15,061",1st Owner,Petrol,"₹10,19,299",Manual,1.6 SX VTVT Manual,Mumbai
388,2017,Maruti,Baleno,"10,530",1st Owner,Petrol,"₹6,22,199",Manual,DELTA 1.2 K12 Manual,Mumbai
389,2019,Renault,Kwid,"4,523",1st Owner,Petrol,"₹3,81,799",Manual,RXT Opt Manual,Mumbai
390,2015,Hyundai,Eon,"20,419",1st Owner,Petrol,"₹3,11,699",Manual,ERA PLUS Manual,Mumbai
391,2017,Tata,Nano,"41,959",1st Owner,Petrol,"₹2,25,799",Automatic,TWIST XTA Automatic,Mumbai
392,2014,Maruti,Wagon R 1.0,"73,032",1st Owner,Petrol,"₹3,20,099",Manual,VXI Manual,Mumbai
393,2013,Hyundai,i10,"30,624",3rd Owner,Petrol,"₹3,98,999",Automatic,ASTA 1.2 AT KAPPA2 WITH SUNROOF Automatic,Mumbai
394,2019,Maruti,Dzire,"19,015",1st Owner,Petrol,"₹6,53,799",Manual,VXI Manual,Mumbai
395,2012,Maruti,Swift Dzire,"54,918",1st Owner,Diesel,"₹4,55,499",Manual,VDI BS IV Manual,New Delhi
396,2013,Hyundai,Verna,"53,517",1st Owner,Diesel,"₹4,82,299",Manual,FLUIDIC 1.6 SX CRDI OPT Manual,New Delhi
397,2015,Maruti,Swift,"56,552",1st Owner,Diesel,"₹4,68,599",Manual,VDI ABS Manual,New Delhi
398,2020,Hyundai,Verna,"19,158",1st Owner,Petrol,"₹8,86,899",Manual,S PETROL MT Manual,New Delhi
399,2015,Maruti,Swift,"53,260",1st Owner,Diesel,"₹5,98,999",Manual,VDI ABS Manual,New Delhi
400,2016,Maruti,Vitara Brezza,"41,629",1st Owner,Diesel,"₹7,84,299",Manual,VDI OPT Manual,New Delhi
401,2014,Ford,Ecosport,"62,254",1st Owner,Diesel,"₹5,34,299",Manual,1.5TITANIUM TDCI Manual,New Delhi
402,2015,Maruti,Swift,"37,925",1st Owner,Diesel,"₹4,05,199",Manual,VDI ABS Manual,New Delhi
403,2017,Ford,New Figo,"41,678",2nd Owner,Diesel,"₹4,82,699",Manual,1.5 TITANIUM Manual,New Delhi
404,2017,Maruti,Alto 800,"27,919",2nd Owner,Petrol,"₹2,88,799",Manual,LXI Manual,New Delhi
405,2020,Honda,City,"10,322",1st Owner,Petrol,"₹12,71,199",Automatic,ZX CVT Automatic,New Delhi
406,2018,Tata,Tiago,"25,562",1st Owner,Petrol,"₹4,80,999",Manual,XZ 1.2 REVOTRON Manual,New Delhi
407,2017,Maruti,Vitara Brezza,"34,749",1st Owner,Diesel,"₹8,27,899",Manual,VDI OPT Manual,New Delhi
408,2017,Maruti,Alto 800,"63,567",1st Owner,Petrol,"₹3,48,699",Manual,LXI Manual,New Delhi
409,2017,Skoda,Superb,"19,965",1st Owner,Petrol,"₹20,22,899",Automatic,1.8 TSI LK AT Automatic,New Delhi
410,2014,Maruti,Ciaz,"62,366",1st Owner,Diesel,"₹5,25,199",Manual,VDI PLUS Manual,New Delhi
411,2016,Maruti,Vitara Brezza,"70,555",2nd Owner,Diesel,"₹6,54,399",Manual,ZDI Manual,New Delhi
412,2019,Maruti,Ciaz,"7,620",2nd Owner,Petrol,"₹8,25,299",Manual,DELTA 1.5 SHVS VVT MT Manual,New Delhi
413,2014,Toyota,Innova,"86,859",1st Owner,Diesel,"₹7,08,499",Manual,2.5 GX 7 STR BS IV Manual,New Delhi
414,2016,Hyundai,Creta,"95,195",1st Owner,Diesel,"₹8,56,199",Manual,1.6 SX PLUS DIESEL Manual,New Delhi
415,2018,Ford,Ecosport,"21,169",1st Owner,Diesel,"₹8,80,499",Manual,1.5TITANIUM TDCI Manual,New Delhi
416,2017,Tata,Tiago,"80,573",1st Owner,Petrol,"₹4,59,599",Manual,XT 1.2 REVOTRON Manual,New Delhi
417,2015,Maruti,Swift Dzire,"72,380",1st Owner,Diesel,"₹4,80,099",Manual,VDI ABS Manual,New Delhi
418,2014,Ford,Ecosport,"1,27,254",1st Owner,Diesel,"₹4,74,799",Manual,1.5TITANIUM TDCI Manual,New Delhi
419,2017,Maruti,Vitara Brezza,"83,741",1st Owner,Diesel,"₹7,00,299",Manual,VDI OPT Manual,New Delhi
420,2019,Maruti,Alto,"13,299",1st Owner,Petrol,"₹3,55,499",Manual,VXI Manual,New Delhi
421,2018,Maruti,Vitara Brezza,"71,192",1st Owner,Diesel,"₹7,19,399",Manual,VDI OPT Manual,New Delhi
422,2015,Maruti,Swift,"76,264",1st Owner,Diesel,"₹4,55,299",Manual,VDI ABS Manual,New Delhi
423,2015,Maruti,Swift,"1,04,005",1st Owner,Diesel,"₹4,04,899",Manual,VDI ABS Manual,New Delhi
424,2014,Maruti,Swift,"41,996",1st Owner,Diesel,"₹4,12,299",Manual,VDI Manual,New Delhi
425,2014,Maruti,Swift,"1,02,773",1st Owner,Diesel,"₹4,30,299",Manual,VDI Manual,New Delhi
426,2019,Maruti,Alto K10,"8,574",1st Owner,Petrol,"₹4,14,799",Manual,VXI Manual,New Delhi
